# z mu sigma
0.386741 16.688142 0.102391
0.386845 16.615992 0.102392
0.387320 16.636864 0.102397
0.387357 16.735729 0.102398
0.387495 16.712035 0.102399
0.387638 16.751962 0.102401
0.387825 16.620456 0.102403
0.387966 16.618583 0.102404
0.388165 16.739076 0.102406
0.388324 16.725054 0.102408
0.388501 16.753414 0.102410
0.388530 16.750224 0.102410
0.388662 16.714855 0.102412
0.388805 16.800339 0.102413
0.388888 16.696938 0.102414
0.388929 16.611692 0.102415
0.388969 16.772218 0.102415
0.389152 16.817180 0.102417
0.389493 16.729856 0.102421
0.389707 16.735876 0.102423
0.389748 16.876689 0.102423
0.389832 16.568427 0.102424
0.390077 16.722423 0.102427
0.390237 16.721148 0.102429
0.390309 16.870608 0.102429
0.390336 16.643021 0.102430
0.390338 16.718662 0.102430
0.390470 16.777168 0.102431
0.391185 16.597724 0.102439
0.391254 16.664402 0.102440
0.391719 16.580834 0.102445
0.391736 16.686334 0.102445
0.391742 16.552928 0.102445
0.391836 16.675959 0.102446
0.391885 16.607889 0.102446
0.392108 16.758074 0.102449
0.392138 16.767167 0.102449
0.392170 16.575595 0.102449
0.392807 16.740264 0.102456
0.392988 16.829284 0.102458
0.393410 16.695764 0.102463
0.393440 16.673039 0.102463
0.393747 16.821010 0.102467
0.393978 16.632309 0.102469
0.394115 16.771132 0.102471
0.394816 16.896965 0.102478
0.394975 16.823948 0.102480
0.395321 16.874801 0.102484
0.395330 16.804628 0.102484
0.395380 16.630273 0.102484
0.395493 16.859665 0.102486
0.395584 16.583007 0.102487
0.395654 16.636816 0.102487
0.395655 16.725270 0.102487
0.395677 16.874908 0.102488
0.395911 16.654754 0.102490
0.395980 16.715614 0.102491
0.395989 16.962863 0.102491
0.396079 16.639304 0.102492
0.396118 16.607146 0.102492
0.396317 16.723374 0.102495
0.396791 16.792766 0.102500
0.396949 16.794780 0.102502
0.397040 16.895979 0.102503
0.397044 16.690505 0.102503
0.397068 16.688265 0.102503
0.397080 16.865507 0.102503
0.397085 16.699086 0.102503
0.397364 16.613739 0.102506
0.397765 16.759712 0.102511
0.398435 16.816208 0.102518
0.398471 16.799840 0.102518
0.398626 16.725069 0.102520
0.398682 16.757788 0.102521
0.398944 16.523359 0.102524
0.399089 16.811418 0.102525
0.399166 16.845595 0.102526
0.399215 16.833753 0.102527
0.399563 16.763823 0.102530
0.399652 16.755166 0.102531
0.399665 16.684996 0.102532
0.399889 16.857613 0.102534
0.399895 16.750718 0.102534
0.399917 16.926545 0.102534
0.400022 16.726595 0.102535
0.400034 16.791427 0.102536
0.400067 16.641790 0.102536
0.400152 16.782210 0.102537
0.400259 16.596605 0.102538
0.400281 16.755599 0.102538
0.400413 16.655069 0.102540
0.400458 16.842468 0.102540
0.400514 16.654620 0.102541
0.400639 16.636113 0.102542
0.400761 16.830370 0.102544
0.400773 16.682479 0.102544
0.401060 16.786229 0.102547
0.401095 16.746448 0.102547
0.401125 16.709458 0.102548
0.401268 16.678755 0.102549
0.401366 16.861867 0.102550
0.401377 16.794820 0.102551
0.401425 16.703016 0.102551
0.401584 16.852338 0.102553
0.401677 16.732322 0.102554
0.402043 16.868305 0.102558
0.402095 16.787598 0.102559
0.402307 16.727896 0.102561
0.402646 16.958420 0.102565
0.402829 16.799826 0.102567
0.402920 16.634176 0.102568
0.403110 16.872385 0.102570
0.403146 16.796962 0.102570
0.403314 16.874311 0.102572
0.403350 16.740736 0.102573
0.403580 16.844472 0.102575
0.403772 16.720037 0.102577
0.403816 16.931336 0.102578
0.404222 16.795146 0.102582
0.404310 16.749697 0.102583
0.404510 16.797067 0.102586
0.404545 16.689694 0.102586
0.404704 16.804550 0.102588
0.404762 16.758258 0.102588
0.405041 16.897381 0.102592
0.405226 16.678095 0.102594
0.405306 16.730259 0.102594
0.405442 16.611471 0.102596
0.405466 16.690002 0.102596
0.405470 16.867844 0.102596
0.405501 16.763131 0.102597
0.405581 16.740273 0.102598
0.405633 16.728704 0.102598
0.405746 16.804168 0.102599
0.405834 16.894917 0.102600
0.405859 16.982527 0.102601
0.406315 16.813795 0.102606
0.406316 16.781179 0.102606
0.406470 16.826285 0.102608
0.406688 16.704585 0.102610
0.407607 16.945455 0.102620
0.407614 16.832331 0.102621
0.407800 16.647383 0.102623
0.407981 16.878936 0.102625
0.408352 16.793939 0.102629
0.408495 16.707481 0.102631
0.408549 16.908828 0.102631
0.408658 16.886022 0.102632
0.408802 16.761259 0.102634
0.408823 16.902152 0.102634
0.408881 16.761632 0.102635
0.409147 16.785202 0.102638
0.409164 16.765231 0.102638
0.409180 16.816884 0.102638
0.409432 16.740029 0.102641
0.409570 16.862391 0.102643
0.409701 16.679888 0.102644
0.409779 16.861575 0.102645
0.409799 16.999268 0.102645
0.409830 17.003703 0.102646
0.409859 16.965466 0.102646
0.410012 16.885463 0.102648
0.410060 16.850817 0.102648
0.410073 16.822680 0.102649
0.410113 16.857691 0.102649
0.410176 16.750968 0.102650
0.410179 16.783829 0.102650
0.410199 16.889062 0.102650
0.410204 16.978114 0.102650
0.410248 16.719655 0.102651
0.410387 16.860630 0.102652
0.410404 16.684939 0.102652
0.410417 16.829006 0.102652
0.410585 16.832610 0.102654
0.410680 16.817780 0.102655
0.410794 16.747783 0.102657
0.410829 16.815487 0.102657
0.410949 16.842557 0.102659
0.410975 16.739438 0.102659
0.411096 16.959334 0.102660
0.411125 16.729588 0.102661
0.411264 16.798896 0.102662
0.411361 16.602712 0.102663
0.411396 16.887162 0.102664
0.411453 16.782696 0.102664
0.411633 16.795993 0.102666
0.411642 16.718620 0.102667
0.411907 16.846279 0.102670
0.411984 16.758824 0.102670
0.412222 16.756629 0.102673
0.412386 16.959514 0.102675
0.412395 16.943335 0.102675
0.412411 16.897247 0.102675
0.412426 16.810286 0.102676
0.412674 16.834862 0.102678
0.412680 16.792120 0.102678
0.412720 16.789467 0.102679
0.412934 16.901533 0.102681
0.413316 16.849100 0.102686
0.413364 16.779054 0.102686
0.413507 16.888522 0.102688
0.413523 16.872170 0.102688
0.413581 16.948731 0.102689
0.413724 16.927277 0.102690
0.413737 16.789528 0.102691
0.413917 16.704128 0.102693
0.413979 16.823434 0.102693
0.414055 16.833926 0.102694
0.414077 17.109533 0.102695
0.414244 17.016502 0.102696
0.414360 16.826393 0.102698
0.414406 16.926127 0.102698
0.414529 16.977299 0.102700
0.414546 16.760251 0.102700
0.414641 16.893681 0.102701
0.414687 16.922803 0.102702
0.414778 16.781104 0.102703
0.414805 16.828009 0.102703
0.415236 16.823244 0.102708
0.416016 16.997613 0.102717
0.416101 16.885831 0.102718
0.416123 16.985374 0.102718
0.416296 16.941321 0.102720
0.416568 16.755092 0.102723
0.416703 16.814495 0.102725
0.416808 16.636037 0.102726
0.416813 16.978369 0.102726
0.417393 16.728409 0.102733
0.417415 16.857366 0.102733
0.417471 17.094611 0.102734
0.417516 16.743489 0.102734
0.417611 16.857736 0.102736
0.417625 16.837403 0.102736
0.417807 16.741471 0.102738
0.417811 16.935602 0.102738
0.417832 16.867223 0.102738
0.417952 16.788754 0.102740
0.417957 16.858940 0.102740
0.418080 17.050832 0.102741
0.418168 16.857241 0.102742
0.418212 16.868535 0.102743
0.418295 17.047374 0.102744
0.418311 16.895952 0.102744
0.418554 16.714205 0.102747
0.418776 17.003251 0.102749
0.418785 17.053995 0.102749
0.418849 16.895309 0.102750
0.419072 16.814226 0.102753
0.419079 16.897928 0.102753
0.419178 16.998455 0.102754
0.419458 16.816838 0.102757
0.419530 16.915461 0.102758
0.419657 16.930945 0.102759
0.419749 16.859793 0.102761
0.419839 17.004206 0.102762
0.419892 16.980833 0.102762
0.419992 16.791127 0.102763
0.420321 16.804884 0.102767
0.420411 17.104855 0.102768
0.420447 16.954817 0.102769
0.420453 16.960204 0.102769
0.420454 16.928862 0.102769
0.420532 16.760249 0.102770
0.420668 16.868292 0.102771
0.420706 16.905368 0.102772
0.420757 16.950042 0.102772
0.420906 16.967367 0.102774
0.420991 17.009822 0.102775
0.421050 16.967207 0.102776
0.421131 16.855401 0.102777
0.421506 17.023388 0.102781
0.421681 16.910547 0.102783
0.421976 16.912072 0.102787
0.422237 16.925458 0.102790
0.422283 16.874802 0.102790
0.422334 16.962206 0.102791
0.422420 16.943289 0.102792
0.422555 16.905566 0.102794
0.422637 17.132050 0.102795
0.422697 16.910976 0.102795
0.422751 16.842497 0.102796
0.422922 17.106382 0.102798
0.422944 16.876957 0.102798
0.423042 16.900455 0.102799
0.423056 16.797129 0.102800
0.423114 17.226552 0.102800
0.423209 16.760755 0.102801
0.423229 16.831558 0.102802
0.423515 16.881188 0.102805
0.423559 16.739395 0.102806
0.423679 16.529281 0.102807
0.423924 16.733742 0.102810
0.423990 16.977829 0.102811
0.424255 16.812220 0.102814
0.424634 16.947911 0.102818
0.424848 16.907074 0.102821
0.424909 17.022093 0.102822
0.425025 16.866069 0.102823
0.425121 16.792962 0.102824
0.425146 16.951004 0.102824
0.425274 16.788987 0.102826
0.425362 16.971974 0.102827
0.425383 17.086781 0.102827
0.425455 16.928738 0.102828
0.425471 16.734837 0.102828
0.425720 16.936042 0.102831
0.425761 16.956459 0.102832
0.425847 16.740220 0.102833
0.425849 16.928296 0.102833
0.425868 16.817124 0.102833
0.426049 17.025225 0.102835
0.426106 16.910536 0.102836
0.426268 17.116696 0.102838
0.426401 17.059884 0.102839
0.426524 17.149182 0.102841
0.426772 16.836983 0.102844
0.426955 16.829928 0.102846
0.427052 16.977348 0.102847
0.427362 16.912909 0.102851
0.427407 16.880978 0.102851
0.427659 17.103076 0.102854
0.427661 16.769004 0.102854
0.427693 16.892407 0.102855
0.427803 17.011725 0.102856
0.428000 16.786428 0.102859
0.428227 17.070304 0.102861
0.428299 16.848341 0.102862
0.428580 16.995584 0.102865
0.428639 16.984996 0.102866
0.428699 16.909271 0.102867
0.429093 16.759808 0.102872
0.429129 17.104974 0.102872
0.429231 16.953038 0.102873
0.429435 16.953957 0.102876
0.429453 16.852061 0.102876
0.429459 17.048045 0.102876
0.429485 16.826700 0.102876
0.429511 16.913690 0.102877
0.429683 16.999987 0.102879
0.430028 16.799607 0.102883
0.430178 17.053883 0.102885
0.430413 17.007854 0.102888
0.430445 16.962231 0.102888
0.430624 16.949174 0.102890
0.431219 16.918612 0.102897
0.431433 16.716661 0.102900
0.431490 16.934402 0.102901
0.431513 16.811907 0.102901
0.431558 16.867994 0.102901
0.431626 16.961750 0.102902
0.431666 16.896745 0.102903
0.431671 17.021949 0.102903
0.431840 16.935874 0.102905
0.431889 16.908456 0.102905
0.432087 16.944550 0.102908
0.432518 16.960559 0.102913
0.432528 17.077135 0.102913
0.432540 17.066520 0.102913
0.432658 17.050750 0.102915
0.432812 17.095375 0.102917
0.432813 17.024734 0.102917
0.432993 17.057360 0.102919
0.432999 17.096221 0.102919
0.433045 16.917248 0.102919
0.433206 16.950008 0.102921
0.433268 16.924295 0.102922
0.433394 16.939848 0.102924
0.433432 16.884744 0.102924
0.433487 16.827063 0.102925
0.433585 16.906073 0.102926
0.433671 16.806387 0.102927
0.433675 16.900108 0.102927
0.433942 17.078909 0.102930
0.434186 16.814440 0.102933
0.434507 17.142717 0.102937
0.434869 16.988924 0.102942
0.434926 16.955847 0.102942
0.435096 16.897399 0.102944
0.435215 16.991621 0.102946
0.435429 16.886148 0.102949
0.435504 17.075486 0.102949
0.435780 17.141072 0.102953
0.436061 17.159274 0.102956
0.436100 16.895653 0.102957
0.436102 17.144389 0.102957
0.436608 16.891586 0.102963
0.436818 17.020604 0.102966
0.437247 17.007303 0.102971
0.437465 16.792030 0.102974
0.437590 16.908514 0.102975
0.437611 17.102478 0.102975
0.437704 16.995327 0.102976
0.437869 16.930767 0.102979
0.437939 17.018142 0.102979
0.438111 17.118454 0.102982
0.438338 16.891484 0.102984
0.438862 16.970461 0.102991
0.439706 17.047903 0.103001
0.439899 17.086991 0.103004
0.439911 17.038011 0.103004
0.440034 17.041116 0.103005
0.440059 17.088027 0.103006
0.440255 17.112883 0.103008
0.440332 16.967811 0.103009
0.440357 16.918230 0.103009
0.440386 16.938259 0.103010
0.440575 17.129368 0.103012
0.440591 17.054343 0.103012
0.441088 17.145366 0.103018
0.441337 17.079611 0.103021
0.442067 17.057140 0.103030
0.442148 16.898609 0.103032
0.442269 17.055058 0.103033
0.442326 16.959296 0.103034
0.442413 17.052150 0.103035
0.442548 17.340094 0.103036
0.443209 17.078874 0.103045
0.443368 17.110620 0.103047
0.443410 17.150438 0.103047
0.443424 16.870261 0.103047
0.443537 17.056469 0.103049
0.443600 17.059614 0.103050
0.443615 17.208696 0.103050
0.443622 17.199428 0.103050
0.443981 17.139180 0.103054
0.444031 16.917217 0.103055
0.444110 17.263098 0.103056
0.444193 17.048648 0.103057
0.444431 17.100595 0.103060
0.444799 17.005764 0.103065
0.444811 17.019447 0.103065
0.444879 16.866902 0.103066
0.445122 17.069249 0.103069
0.445229 17.140489 0.103070
0.445436 17.118652 0.103073
0.445452 16.883162 0.103073
0.445731 16.852037 0.103076
0.446094 17.096229 0.103081
0.446098 16.902833 0.103081
0.446349 16.981456 0.103084
0.446483 17.135594 0.103086
0.446677 17.157819 0.103088
0.446741 16.792567 0.103089
0.446823 17.151399 0.103090
0.446850 17.005554 0.103090
0.447316 17.121387 0.103096
0.447368 16.973460 0.103097
0.447451 17.025496 0.103098
0.447509 17.043876 0.103099
0.447684 17.044356 0.103101
0.447737 17.087938 0.103102
0.447904 16.958837 0.103104
0.447924 17.222245 0.103104
0.448214 17.044155 0.103108
0.448400 17.117252 0.103110
0.448517 17.170576 0.103111
0.448610 16.974729 0.103113
0.448653 17.111823 0.103113
0.448680 17.040890 0.103114
0.448741 16.997671 0.103114
0.449005 16.979104 0.103118
0.449142 17.151959 0.103119
0.449144 17.087429 0.103119
0.449188 16.857152 0.103120
0.449423 17.027083 0.103123
0.449519 17.052381 0.103124
0.449751 16.949112 0.103127
0.449777 16.960388 0.103127
0.449873 17.175692 0.103129
0.449919 17.116931 0.103129
0.449964 17.169241 0.103130
0.450014 17.230154 0.103130
0.450072 17.011826 0.103131
0.450174 16.968015 0.103132
0.450372 17.060576 0.103135
0.450711 17.031789 0.103139
0.450736 17.329661 0.103140
0.450876 17.191118 0.103141
0.450990 17.042959 0.103143
0.451062 17.157199 0.103144
0.451101 16.885188 0.103144
0.451219 16.891530 0.103146
0.451222 16.996477 0.103146
0.451347 17.108213 0.103147
0.451464 17.079688 0.103149
0.451599 17.100600 0.103151
0.451824 17.038619 0.103153
0.452415 17.231441 0.103161
0.452438 16.968357 0.103161
0.452703 16.996314 0.103165
0.452966 17.108363 0.103168
0.453172 17.284371 0.103171
0.453444 17.138534 0.103174
0.453450 17.105946 0.103174
0.453533 17.010601 0.103175
0.454121 16.996168 0.103183
0.454170 16.921319 0.103183
0.454313 17.064259 0.103185
0.454368 17.066488 0.103186
0.454425 17.188623 0.103187
0.454631 17.151850 0.103189
0.454699 17.101596 0.103190
0.454736 17.033638 0.103191
0.454743 17.176707 0.103191
0.454817 17.190037 0.103192
0.455076 17.193190 0.103195
0.455096 17.206855 0.103195
0.455100 17.301438 0.103195
0.455222 17.060820 0.103197
0.455229 17.067873 0.103197
0.455503 17.209215 0.103201
0.455531 16.845100 0.103201
0.455879 17.139427 0.103205
0.455903 17.169249 0.103206
0.456002 17.233909 0.103207
0.456051 17.218375 0.103208
0.456106 17.219811 0.103208
0.456392 16.946335 0.103212
0.456490 17.072925 0.103213
0.456582 17.269806 0.103214
0.456885 17.185287 0.103218
0.456916 17.208246 0.103219
0.456936 17.088619 0.103219
0.456984 17.182471 0.103220
0.457083 17.107223 0.103221
0.457225 16.968025 0.103223
0.457227 17.008155 0.103223
0.457347 17.021920 0.103224
0.457466 17.132386 0.103226
0.457530 17.060999 0.103227
0.457620 17.222132 0.103228
0.457699 17.092487 0.103229
0.457936 17.011664 0.103232
0.458019 17.036994 0.103233
0.458032 17.136233 0.103233
0.458060 17.139046 0.103234
0.458129 17.249888 0.103234
0.458522 17.234173 0.103240
0.458563 17.111448 0.103240
0.458852 17.203381 0.103244
0.459146 17.259738 0.103248
0.459177 17.040040 0.103248
0.459195 17.019307 0.103248
0.459226 17.123093 0.103249
0.459262 17.112387 0.103249
0.459362 17.053434 0.103250
0.459369 17.230185 0.103251
0.459603 17.196430 0.103254
0.459607 17.275070 0.103254
0.459738 17.092410 0.103255
0.459968 17.191340 0.103258
0.460106 17.204468 0.103260
0.460306 17.100925 0.103263
0.460364 16.959107 0.103264
0.460381 17.092820 0.103264
0.460438 17.173169 0.103264
0.460583 17.106283 0.103266
0.460619 17.085396 0.103267
0.461011 17.149034 0.103272
0.461027 17.341571 0.103272
0.461186 17.277584 0.103274
0.461261 17.078784 0.103275
0.461302 17.084716 0.103276
0.461376 16.912791 0.103277
0.461377 17.066604 0.103277
0.461593 17.132244 0.103280
0.461620 17.144635 0.103280
0.462123 17.278572 0.103286
0.462209 16.939057 0.103288
0.462327 16.980292 0.103289
0.462418 17.109656 0.103290
0.462519 17.069860 0.103292
0.462523 17.154445 0.103292
0.462572 17.236643 0.103292
0.462624 16.997848 0.103293
0.462659 16.948971 0.103293
0.462748 16.987818 0.103295
0.463109 17.211485 0.103299
0.463148 17.242404 0.103300
0.463425 17.155446 0.103303
0.463532 17.055030 0.103305
0.463548 16.966419 0.103305
0.463676 17.260538 0.103307
0.463797 17.073625 0.103308
0.463846 16.976002 0.103309
0.463854 17.097545 0.103309
0.463944 16.921273 0.103310
0.463966 17.139802 0.103311
0.464238 17.023046 0.103314
0.464260 17.093359 0.103314
0.464377 17.178188 0.103316
0.464601 17.242258 0.103319
0.465003 17.030885 0.103324
0.465035 17.239739 0.103325
0.465163 17.103328 0.103326
0.465493 17.209748 0.103331
0.465511 17.185566 0.103331
0.465589 17.098379 0.103332
0.465692 17.168510 0.103333
0.465869 17.285528 0.103336
0.465884 17.100057 0.103336
0.466033 17.245878 0.103338
0.466097 17.222709 0.103339
0.466226 17.154426 0.103340
0.466407 17.328948 0.103343
0.466500 17.198933 0.103344
0.466809 17.155449 0.103348
0.466955 17.250547 0.103350
0.467130 17.112481 0.103352
0.467398 17.213554 0.103356
0.467660 17.225486 0.103359
0.467980 17.139535 0.103364
0.468125 17.201366 0.103365
0.468232 17.192995 0.103367
0.468253 17.080812 0.103367
0.468610 17.069719 0.103372
0.468788 17.020692 0.103374
0.468869 17.159955 0.103375
0.468893 17.130374 0.103376
0.468946 16.935101 0.103376
0.469185 17.290837 0.103380
0.469271 16.971676 0.103381
0.469314 17.211921 0.103381
0.469423 17.149653 0.103383
0.469493 17.253269 0.103384
0.469914 17.265999 0.103389
0.469941 17.282771 0.103390
0.469958 17.059421 0.103390
0.470150 17.114536 0.103392
0.470314 17.127168 0.103395
0.470369 17.207612 0.103395
0.470684 17.139712 0.103399
0.470689 17.156180 0.103400
0.470697 17.329059 0.103400
0.470733 17.207708 0.103400
0.470991 17.186931 0.103404
0.471226 17.361385 0.103407
0.471353 17.235974 0.103408
0.471435 17.237727 0.103410
0.471447 17.222706 0.103410
0.471818 17.395984 0.103415
0.471909 17.131146 0.103416
0.472445 17.152812 0.103423
0.472462 17.256780 0.103423
0.472498 17.194784 0.103424
0.472511 17.316538 0.103424
0.472585 17.189352 0.103425
0.472629 17.259412 0.103425
0.472696 17.328516 0.103426
0.472835 17.149677 0.103428
0.472972 17.241977 0.103430
0.473083 17.199465 0.103432
0.473214 17.200305 0.103433
0.473358 17.199433 0.103435
0.473400 17.103313 0.103436
0.473423 17.214366 0.103436
0.473616 16.991787 0.103439
0.473810 17.103272 0.103441
0.474028 17.101578 0.103444
0.474059 17.194774 0.103445
0.474213 17.130705 0.103447
0.474215 17.157640 0.103447
0.474216 17.171270 0.103447
0.474220 17.136196 0.103447
0.474498 17.173476 0.103451
0.474604 17.094744 0.103452
0.474826 17.207905 0.103455
0.475015 17.116881 0.103458
0.475157 17.134159 0.103459
0.475439 17.364546 0.103463
0.475459 17.268363 0.103463
0.475532 17.380400 0.103464
0.475617 17.169991 0.103466
0.475670 17.285210 0.103466
0.475839 17.242630 0.103469
0.475925 17.196026 0.103470
